1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-5.169878828456422221e-34,5.169878828456422221e-34,-1.938704560671158440e-34,-5.169878828456422221e-34,1.315982194713379457e-18,8.761560101035987051e-26,3.411551737197740501e-25,5.169878828456422221e-34,8.761560101035987051e-26,1.273901767350629038e-18,-3.926734077793486959e-25,-1.938704560671158440e-34,3.411551737197740501e-25,-3.926734077793486959e-25,1.178927100905070828e-18
1.000000000000000444e+00,5.064017802530058097e-06,9.457180049432663374e-06,1.304043314370024993e-08,5.064017802530058097e-06,2.000300754662436885e-18,9.279477188729218225e-26,-8.488582490359294388e-25,9.457180049432663374e-06,9.279477188729218225e-26,1.936337594954673748e-18,-1.524539411231105948e-24,1.304043314370024993e-08,-8.488582490359294388e-25,-1.524539411231105948e-24,1.791975165315088033e-18
9.999999995678149345e-01,1.457281719675610794e-05,2.721511442804211103e-05,3.758715865749955969e-08,1.457281719675610794e-05,9.630546673436367901e-11,1.798529250944665914e-10,2.497836452770156541e-13,2.721511442804211103e-05,1.798529250944666172e-10,3.358799554936365104e-10,4.664773661118883247e-13,3.758715865749955969e-08,2.497836452770157046e-13,4.664773661118882237e-13,6.503542526795989077e-16
9.999999984844435419e-01,-8.392614415369505920e-01,-1.569982853641059606e+00,-2.173532549905712267e-03,-8.392614415369505920e-01,3.376474806496722651e-10,6.306484840116592321e-10,8.697187257900390973e-13,-1.569982853641059606e+00,6.306484840116592321e-10,1.177907525526834182e-09,1.624436518842010618e-12,-2.173532549905712267e-03,8.697187257900391983e-13,1.624436518842010214e-12,2.242993222434826284e-15
1.000082917698517537e+00,-3.661483270473821605e+00,-6.849692860403117756e+00,-9.387745350920930626e-03,-3.661483270473821605e+00,-1.844822131204940240e-05,-3.448691635818873285e-05,-4.869360471339455272e-08,-6.849692860403117756e+00,-3.448691635818872608e-05,-6.446934872319370902e-05,-9.102837372248437833e-08,-9.387745350920930626e-03,-4.869360471339455272e-08,-9.102837372248437833e-08,-1.284812410373401131e-10
1.000406124430314181e+00,1.358399664853876457e+05,2.545682927049640857e+05,3.539410381115670816e+02,1.358399664853876457e+05,-9.182973236089941415e-05,-1.698956828910358323e-04,-1.584236109210388820e-06,2.545682927049640857e+05,-1.698956828910358594e-04,-3.142871780015188063e-04,-2.958847498399198242e-06,3.539410381115670816e+02,-1.584236109210388608e-06,-2.958847498399198666e-06,-7.519948176064488915e-09
-1.312025219002741494e+01,7.856022389144002227e+05,1.472353314697995549e+06,2.014125322917784160e+03,7.856022389144003391e+05,3.194161829311644496e+00,5.908103770022810508e+00,6.034506975389750116e-02,1.472353314697995549e+06,5.908103770022810508e+00,1.092579675366273051e+01,1.129728791474829547e-01,2.014125322917783706e+03,6.034506975389748729e-02,1.129728791474829686e-01,2.936069571386136132e-04
-8.060922585640669524e+01,-2.129725221569012833e+10,-3.998830751890951538e+10,-5.585253626758286357e+07,-2.129725221569012833e+10,1.816178498587961343e+01,3.394631758857175186e+01,7.436508095179489297e-02,-3.998830751890951538e+10,3.394631758857174475e+01,6.344717860533085485e+01,1.396703376105040417e-01,-5.585253626758286357e+07,7.436508095179487909e-02,1.396703376105040417e-01,2.622658807087292765e-04
2.012592872359951492e+06,-1.535916038594484863e+11,-2.884182743630727539e+11,-3.949615753559838533e+08,-1.535916038594485168e+11,-4.654439741337975720e+05,-8.489587806275554467e+05,-3.910277695298885646e+03,-2.884182743630727539e+11,-8.489587806275555631e+05,-1.547130588559009833e+06,-7.276626873197018540e+03,-3.949615753559838533e+08,-3.910277695298885646e+03,-7.276626873197019449e+03,-1.730967354124032909e+01
1.805894965676551312e+07,3.284997749458678500e+15,6.180535887282980000e+15,8.674332230727133789e+12,3.284997749458678500e+15,-4.176100765129501931e+06,-7.617639028445614502e+06,-3.507419358414703311e+04,6.180535887282980000e+15,-7.617639028445613571e+06,-1.388269511187984794e+07,-6.531831708613818046e+04,8.674332230727133789e+12,-3.507419358414702583e+04,-6.531831708613817318e+04,-1.527796402630586385e+02
-3.817705557382577515e+11,2.807044728784383200e+16,5.282059575078835200e+16,7.243016695591378125e+13,2.807044728784384000e+16,8.458053061121833801e+10,1.585508426831943970e+11,2.518309404972070754e+08,5.282059575078835200e+16,1.585508426831943970e+11,2.971892756230975342e+11,4.732006263565738797e+08,7.243016695591378125e+13,2.518309404972071350e+08,4.732006263565738797e+08,7.495059227618027944e+05
-3.482474207961945312e+12,-4.904164994540550226e+20,-9.246904083137468826e+20,-1.304506658017726720e+18,-4.904164994540550226e+20,7.714520478347670898e+11,1.446194041211232422e+12,2.322222507091029167e+09,-9.246904083137468826e+20,1.446194041211232422e+12,2.711015303584404297e+12,4.356942517335099220e+09,-1.304506658017726720e+18,2.322222507091028690e+09,4.356942517335099220e+09,6.856556950300204568e+06
5.221865637203776800e+16,-4.824099450813663937e+21,-9.097614870347584111e+21,-1.251011292346141082e+19,-4.824099450813664985e+21,-1.154943685458505000e+16,-2.167307841607576000e+16,-3.590170787144992188e+13,-9.097614870347584111e+21,-2.167307841607576000e+16,-4.066911013549199200e+16,-6.742730855657899219e+13,-1.251011292346141082e+19,-3.590170787144992969e+13,-6.742730855657900781e+13,-1.093812919169877319e+11
5.549929911626835200e+17,7.141118555703914197e+25,1.349568151984547040e+26,1.914347890251328955e+23,7.141118555703914197e+25,-1.227332508206313920e+17,-2.303353830881482240e+17,-3.835483068890776875e+14,1.349568151984547040e+26,-2.303353830881481600e+17,-4.322585759434983040e+17,-7.205163307138208750e+14,1.914347890251328955e+23,-3.835483068890775625e+14,-7.205163307138208750e+14,-1.164395450561293213e+12
-9.191284485122873623e+21,7.972210342537410515e+26,1.506961925646235925e+27,2.079183472343182721e+24,7.972210342537413264e+26,2.029238895677854712e+21,3.812369896250899694e+21,6.547690319626449920e+18,1.506961925646235925e+27,3.812369896250899694e+21,7.162025048474702053e+21,1.231530880758192742e+19,2.079183472343182721e+24,6.547690319626447872e+18,1.231530880758192333e+19,2.054099187736838400e+16
-1.079909280588881094e+23,-1.013862408732442018e+31,-1.920726864361461656e+31,-2.740393352637789799e+28,-1.013862408732442018e+31,2.383812567674903541e+22,4.478997529837086284e+22,7.728845291265549926e+19,-1.920726864361461656e+31,4.478997529837085445e+22,8.415256126448200791e+22,1.454180331995654390e+20,-2.740393352637789799e+28,7.728845291265548288e+19,1.454180331995654062e+20,2.411180426191241600e+17
1.186775934463820882e+27,-1.253987415300764079e+32,-2.376259800031177920e+32,-3.291689539875718621e+29,-1.253987415300764440e+32,-2.615167956682450508e+26,-4.919224994596480577e+26,-8.758405233531436443e+23,-2.376259800031177920e+32,-4.919224994596479890e+26,-9.252563107228944923e+26,-1.650121867371980712e+24,-3.291689539875718621e+29,-8.758405233531433758e+23,-1.650121867371980712e+24,-2.828076655013402771e+21
