 (0.000000000000000000e+00+0.000000000000000000e+00j), (-2.427109392575335488e-77+0.000000000000000000e+00j), (2.662324515711207789e-75+0.000000000000000000e+00j), (2.107406576837471080e-59+0.000000000000000000e+00j), (-2.714751519648925963e-77+0.000000000000000000e+00j), (-2.107406576837471080e-59+8.211757722759574890e+10j), (1.589886594050343739e-169+0.000000000000000000e+00j), (2.686595609636961144e-75+0.000000000000000000e+00j), (-2.713743124833450503e-75+0.000000000000000000e+00j), (4.214813153674942159e-59+0.000000000000000000e+00j), (-2.107406576837471080e-59+-8.211757722759574890e+10j), (6.171151419797121793e-75+0.000000000000000000e+00j), (2.107406576837471080e-59+0.000000000000000000e+00j), (3.481679388889424154e-75+0.000000000000000000e+00j), (-2.876421270736029400e-78+0.000000000000000000e+00j), (-4.214813153674942159e-59+0.000000000000000000e+00j)
 (-1.675240951373379260e-63+0.000000000000000000e+00j), (-3.054801751424264643e-76+0.000000000000000000e+00j), (1.050413917157765092e-75+0.000000000000000000e+00j), (1.273399447623026128e-60+0.000000000000000000e+00j), (-7.346927055776793199e-77+0.000000000000000000e+00j), (-1.273701404268219365e-60+2.456451279803520203e+09j), (1.266459799387146204e-63+0.000000000000000000e+00j), (1.356865526287251424e-75+0.000000000000000000e+00j), (-1.429363362857959089e-75+0.000000000000000000e+00j), (2.545532435446665092e-60+0.000000000000000000e+00j), (-1.273701404268219365e-60+-2.456451279803520203e+09j), (2.323011246885290680e-75+0.000000000000000000e+00j), (1.273399447623026128e-60+0.000000000000000000e+00j), (1.199128059169758300e-75+0.000000000000000000e+00j), (2.329823385717184307e-76+0.000000000000000000e+00j), (-2.545727567585065428e-60+0.000000000000000000e+00j)
